"","locus_tag","pathway_id","pathway_name"
"762","PA14_09210","path:pau01100","Metabolic pathways"
"763","PA14_09210","path:pau01110","Biosynthesis of secondary metabolites"
"764","PA14_09220","path:pau01053","Biosynthesis of siderophore group nonribosomal peptides"
"765","PA14_09220","path:pau01110","Biosynthesis of secondary metabolites"
"766","PA14_09240","path:pau01053","Biosynthesis of siderophore group nonribosomal peptides"
"767","PA14_09270","path:pau01053","Biosynthesis of siderophore group nonribosomal peptides"
"768","PA14_09280","path:pau01053","Biosynthesis of siderophore group nonribosomal peptides"
"769","PA14_09290","path:pau01053","Biosynthesis of siderophore group nonribosomal peptides"
"770","PA14_09400","path:pau00405","Phenazine biosynthesis"
"771","PA14_09400","path:pau01100","Metabolic pathways"
"772","PA14_09400","path:pau01110","Biosynthesis of secondary metabolites"
"773","PA14_09410","path:pau00405","Phenazine biosynthesis"
"774","PA14_09410","path:pau01100","Metabolic pathways"
"775","PA14_09410","path:pau01110","Biosynthesis of secondary metabolites"
"776","PA14_09410","path:pau02024","Quorum sensing"
"777","PA14_09420","path:pau00405","Phenazine biosynthesis"
"778","PA14_09420","path:pau01100","Metabolic pathways"
"779","PA14_09420","path:pau01110","Biosynthesis of secondary metabolites"
"780","PA14_09420","path:pau02024","Quorum sensing"
"781","PA14_09440","path:pau00405","Phenazine biosynthesis"
"782","PA14_09440","path:pau01100","Metabolic pathways"
"783","PA14_09440","path:pau01110","Biosynthesis of secondary metabolites"
"784","PA14_09440","path:pau02024","Quorum sensing"
"785","PA14_09450","path:pau00405","Phenazine biosynthesis"
"786","PA14_09450","path:pau01100","Metabolic pathways"
"787","PA14_09450","path:pau01110","Biosynthesis of secondary metabolites"
"788","PA14_09450","path:pau02024","Quorum sensing"
"789","PA14_09460","path:pau00400","Phenylalanine, tyrosine and tryptophan biosynthesis"
"790","PA14_09460","path:pau01100","Metabolic pathways"
"791","PA14_09460","path:pau01110","Biosynthesis of secondary metabolites"
"792","PA14_09460","path:pau01230","Biosynthesis of amino acids"
"793","PA14_09460","path:pau02024","Quorum sensing"
"794","PA14_09470","path:pau00405","Phenazine biosynthesis"
"795","PA14_09470","path:pau01100","Metabolic pathways"
"796","PA14_09470","path:pau01110","Biosynthesis of secondary metabolites"
"797","PA14_09470","path:pau02024","Quorum sensing"
"798","PA14_09480","path:pau00405","Phenazine biosynthesis"
"799","PA14_09480","path:pau01100","Metabolic pathways"
"800","PA14_09480","path:pau01110","Biosynthesis of secondary metabolites"
"801","PA14_09480","path:pau02024","Quorum sensing"
"802","PA14_09490","path:pau00405","Phenazine biosynthesis"
"803","PA14_09490","path:pau01100","Metabolic pathways"
"804","PA14_09490","path:pau01110","Biosynthesis of secondary metabolites"
"805","PA14_09520","path:pau02024","Quorum sensing"
"806","PA14_09530","path:pau02024","Quorum sensing"
"807","PA14_09550","path:pau00030","Pentose phosphate pathway"
"808","PA14_09550","path:pau01100","Metabolic pathways"
"809","PA14_09550","path:pau01110","Biosynthesis of secondary metabolites"
"810","PA14_09550","path:pau01120","Microbial metabolism in diverse environments"
"811","PA14_09550","path:pau01200","Carbon metabolism"
"812","PA14_09580","path:pau00910","Nitrogen metabolism"
"813","PA14_09580","path:pau01100","Metabolic pathways"
"814","PA14_09600","path:pau00470","D-Amino acid metabolism"
"815","PA14_09600","path:pau00550","Peptidoglycan biosynthesis"
"816","PA14_09600","path:pau01100","Metabolic pathways"
"817","PA14_09600","path:pau01502","Vancomycin resistance"
"818","PA14_09630","path:pau00920","Sulfur metabolism"
"819","PA14_09630","path:pau01100","Metabolic pathways"
"820","PA14_09630","path:pau01120","Microbial metabolism in diverse environments"
"821","PA14_09660","path:pau00920","Sulfur metabolism"
"822","PA14_09660","path:pau01100","Metabolic pathways"
"823","PA14_09660","path:pau01120","Microbial metabolism in diverse environments"
"824","PA14_09690","path:pau02020","Two-component system"
"825","PA14_09710","path:pau00330","Arginine and proline metabolism"
"826","PA14_09710","path:pau01100","Metabolic pathways"
"827","PA14_09730","path:pau00261","Monobactam biosynthesis"
"828","PA14_09730","path:pau00300","Lysine biosynthesis"
"829","PA14_09730","path:pau01100","Metabolic pathways"
"830","PA14_09730","path:pau01110","Biosynthesis of secondary metabolites"
"831","PA14_09730","path:pau01120","Microbial metabolism in diverse environments"
"832","PA14_09730","path:pau01230","Biosynthesis of amino acids"
"833","PA14_09820","path:pau00290","Valine, leucine and isoleucine biosynthesis"
"834","PA14_09820","path:pau00650","Butanoate metabolism"
"835","PA14_09820","path:pau00660","C5-Branched dibasic acid metabolism"
"836","PA14_09820","path:pau00770","Pantothenate and CoA biosynthesis"
"837","PA14_09820","path:pau01100","Metabolic pathways"
"838","PA14_09820","path:pau01110","Biosynthesis of secondary metabolites"
"839","PA14_09820","path:pau01210","2-Oxocarboxylic acid metabolism"
"840","PA14_09820","path:pau01230","Biosynthesis of amino acids"
"841","PA14_09930","path:pau03410","Base excision repair"
"842","PA14_10040","path:pau00330","Arginine and proline metabolism"
"843","PA14_10040","path:pau00360","Phenylalanine metabolism"
"844","PA14_10040","path:pau00380","Tryptophan metabolism"
"845","PA14_10040","path:pau00627","Aminobenzoate degradation"
"846","PA14_10040","path:pau00643","Styrene degradation"
"847","PA14_10040","path:pau01100","Metabolic pathways"
"848","PA14_10040","path:pau01120","Microbial metabolism in diverse environments"
"849","PA14_10140","path:pau02010","ABC transporters"
"850","PA14_10160","path:pau02010","ABC transporters"
"851","PA14_10170","path:pau02010","ABC transporters"
"852","PA14_10180","path:pau02010","ABC transporters"
"853","PA14_10230","path:pau00650","Butanoate metabolism"
"854","PA14_10230","path:pau01110","Biosynthesis of secondary metabolites"
"855","PA14_10240","path:pau00010","Glycolysis / Gluconeogenesis"
"856","PA14_10240","path:pau00020","Citrate cycle (TCA cycle)"
"857","PA14_10240","path:pau00620","Pyruvate metabolism"
"858","PA14_10240","path:pau00785","Lipoic acid metabolism"
"859","PA14_10240","path:pau01100","Metabolic pathways"
"860","PA14_10240","path:pau01110","Biosynthesis of secondary metabolites"
"861","PA14_10240","path:pau01120","Microbial metabolism in diverse environments"
"862","PA14_10240","path:pau01200","Carbon metabolism"
"863","PA14_10240","path:pau01210","2-Oxocarboxylic acid metabolism"
"864","PA14_10280","path:pau00650","Butanoate metabolism"
"865","PA14_10280","path:pau01110","Biosynthesis of secondary metabolites"
"866","PA14_10330","path:pau01501","beta-Lactam resistance"
"867","PA14_10330","path:pau01503","Cationic antimicrobial peptide (CAMP) resistance"
"868","PA14_10330","path:pau02020","Two-component system"
"869","PA14_10330","path:pau03070","Bacterial secretion system"
"870","PA14_10340","path:pau02010","ABC transporters"
"871","PA14_10420","path:pau00970","Aminoacyl-tRNA biosynthesis"
"872","PA14_10500","path:pau00190","Oxidative phosphorylation"
"873","PA14_10500","path:pau01100","Metabolic pathways"
"874","PA14_10500","path:pau02020","Two-component system"
"875","PA14_10550","path:pau00920","Sulfur metabolism"
"876","PA14_10550","path:pau01100","Metabolic pathways"
"877","PA14_10550","path:pau01120","Microbial metabolism in diverse environments"
"878","PA14_10550","path:pau01320","Sulfur cycle"
"879","PA14_10570","path:pau00350","Tyrosine metabolism"
"880","PA14_10570","path:pau01100","Metabolic pathways"
"881","PA14_10570","path:pau01120","Microbial metabolism in diverse environments"
"882","PA14_10590","path:pau00350","Tyrosine metabolism"
"883","PA14_10590","path:pau01100","Metabolic pathways"
"884","PA14_10590","path:pau01120","Microbial metabolism in diverse environments"
"885","PA14_10610","path:pau00350","Tyrosine metabolism"
"886","PA14_10610","path:pau01100","Metabolic pathways"
"887","PA14_10610","path:pau01120","Microbial metabolism in diverse environments"
"888","PA14_10610","path:pau01220","Degradation of aromatic compounds"
"889","PA14_10620","path:pau00350","Tyrosine metabolism"
"890","PA14_10620","path:pau01100","Metabolic pathways"
"891","PA14_10620","path:pau01120","Microbial metabolism in diverse environments"
"892","PA14_10620","path:pau01220","Degradation of aromatic compounds"
"893","PA14_10630","path:pau00350","Tyrosine metabolism"
"894","PA14_10630","path:pau01100","Metabolic pathways"
"895","PA14_10630","path:pau01120","Microbial metabolism in diverse environments"
"896","PA14_10630","path:pau01220","Degradation of aromatic compounds"
"897","PA14_10640","path:pau00350","Tyrosine metabolism"
"898","PA14_10640","path:pau01100","Metabolic pathways"
"899","PA14_10640","path:pau01120","Microbial metabolism in diverse environments"
"900","PA14_10640","path:pau01220","Degradation of aromatic compounds"
"901","PA14_10650","path:pau00350","Tyrosine metabolism"
"902","PA14_10650","path:pau01100","Metabolic pathways"
"903","PA14_10650","path:pau01120","Microbial metabolism in diverse environments"
"904","PA14_10650","path:pau01220","Degradation of aromatic compounds"
"905","PA14_10730","path:pau00230","Purine metabolism"
"906","PA14_10730","path:pau00240","Pyrimidine metabolism"
"907","PA14_10730","path:pau01100","Metabolic pathways"
"908","PA14_10730","path:pau01232","Nucleotide metabolism"
"909","PA14_10740","path:pau00330","Arginine and proline metabolism"
"910","PA14_10740","path:pau01100","Metabolic pathways"
"911","PA14_10790","path:pau01501","beta-Lactam resistance"
"912","PA14_10800","path:pau01501","beta-Lactam resistance"
"913","PA14_10900","path:pau00650","Butanoate metabolism"
"914","PA14_10900","path:pau01110","Biosynthesis of secondary metabolites"
"915","PA14_10920","path:pau01120","Microbial metabolism in diverse environments"
"916","PA14_10990","path:pau00350","Tyrosine metabolism"
"917","PA14_10990","path:pau00740","Riboflavin metabolism"
"918","PA14_10990","path:pau01100","Metabolic pathways"
"919","PA14_10990","path:pau01120","Microbial metabolism in diverse environments"
"920","PA14_10990","path:pau01220","Degradation of aromatic compounds"
"921","PA14_11000","path:pau00350","Tyrosine metabolism"
"922","PA14_11000","path:pau01100","Metabolic pathways"
"923","PA14_11000","path:pau01120","Microbial metabolism in diverse environments"
"924","PA14_11000","path:pau01220","Degradation of aromatic compounds"
"925","PA14_11020","path:pau00061","Fatty acid biosynthesis"
"926","PA14_11020","path:pau00780","Biotin metabolism"
"927","PA14_11020","path:pau01100","Metabolic pathways"
"928","PA14_11020","path:pau01110","Biosynthesis of secondary metabolites"
"929","PA14_11020","path:pau01212","Fatty acid metabolism"
"930","PA14_11020","path:pau01240","Biosynthesis of cofactors"
"931","PA14_11030","path:pau00860","Porphyrin metabolism"
"932","PA14_11030","path:pau01100","Metabolic pathways"
"933","PA14_11030","path:pau01110","Biosynthesis of secondary metabolites"
"934","PA14_11030","path:pau01120","Microbial metabolism in diverse environments"
"935","PA14_11030","path:pau01240","Biosynthesis of cofactors"
"936","PA14_11080","path:pau02020","Two-component system"
"937","PA14_11120","path:pau02020","Two-component system"
"938","PA14_11190","path:pau00350","Tyrosine metabolism"
"939","PA14_11190","path:pau00360","Phenylalanine metabolism"
"940","PA14_11190","path:pau00643","Styrene degradation"
"941","PA14_11190","path:pau01100","Metabolic pathways"
"942","PA14_11190","path:pau01120","Microbial metabolism in diverse environments"
"943","PA14_11250","path:pau00521","Streptomycin biosynthesis"
"944","PA14_11250","path:pau00523","Polyketide sugar unit biosynthesis"
"945","PA14_11250","path:pau00541","Biosynthesis of various nucleotide sugars"
"946","PA14_11250","path:pau01100","Metabolic pathways"
"947","PA14_11250","path:pau01110","Biosynthesis of secondary metabolites"
"948","PA14_11250","path:pau01250","Biosynthesis of nucleotide sugars"
"949","PA14_11260","path:pau00052","Galactose metabolism"
"950","PA14_11260","path:pau00520","Amino sugar and nucleotide sugar metabolism"
"951","PA14_11260","path:pau01100","Metabolic pathways"
"952","PA14_11260","path:pau01250","Biosynthesis of nucleotide sugars"
"953","PA14_11400","path:pau00740","Riboflavin metabolism"
"954","PA14_11400","path:pau01100","Metabolic pathways"
"955","PA14_11400","path:pau01110","Biosynthesis of secondary metabolites"
"956","PA14_11400","path:pau01240","Biosynthesis of cofactors"
"957","PA14_11400","path:pau02024","Quorum sensing"
"958","PA14_11410","path:pau00740","Riboflavin metabolism"
"959","PA14_11410","path:pau01100","Metabolic pathways"
"960","PA14_11410","path:pau01110","Biosynthesis of secondary metabolites"
"961","PA14_11410","path:pau01240","Biosynthesis of cofactors"
"962","PA14_11420","path:pau00740","Riboflavin metabolism"
"963","PA14_11420","path:pau00790","Folate biosynthesis"
"964","PA14_11420","path:pau01100","Metabolic pathways"
"965","PA14_11420","path:pau01110","Biosynthesis of secondary metabolites"
"966","PA14_11420","path:pau01240","Biosynthesis of cofactors"
"967","PA14_11430","path:pau00740","Riboflavin metabolism"
"968","PA14_11430","path:pau01100","Metabolic pathways"
"969","PA14_11430","path:pau01110","Biosynthesis of secondary metabolites"
"970","PA14_11430","path:pau01240","Biosynthesis of cofactors"
"971","PA14_11460","path:pau00730","Thiamine metabolism"
"972","PA14_11460","path:pau01100","Metabolic pathways"
"973","PA14_11460","path:pau01240","Biosynthesis of cofactors"
"974","PA14_11470","path:pau00564","Glycerophospholipid metabolism"
"975","PA14_11470","path:pau01100","Metabolic pathways"
"976","PA14_11510","path:pau00740","Riboflavin metabolism"
"977","PA14_11510","path:pau00790","Folate biosynthesis"
"978","PA14_11510","path:pau01100","Metabolic pathways"
"979","PA14_11510","path:pau01110","Biosynthesis of secondary metabolites"
"980","PA14_11510","path:pau01240","Biosynthesis of cofactors"
"981","PA14_11510","path:pau02024","Quorum sensing"
"982","PA14_11530","path:pau02010","ABC transporters"
"983","PA14_11550","path:pau00730","Thiamine metabolism"
"984","PA14_11550","path:pau00900","Terpenoid backbone biosynthesis"
"985","PA14_11550","path:pau01100","Metabolic pathways"
"986","PA14_11550","path:pau01110","Biosynthesis of secondary metabolites"
"987","PA14_11560","path:pau00900","Terpenoid backbone biosynthesis"
"988","PA14_11560","path:pau01100","Metabolic pathways"
"989","PA14_11560","path:pau01110","Biosynthesis of secondary metabolites"
"990","PA14_11570","path:pau03430","Mismatch repair"
"991","PA14_11690","path:pau00190","Oxidative phosphorylation"
"992","PA14_11760","path:pau00564","Glycerophospholipid metabolism"
"993","PA14_11760","path:pau01100","Metabolic pathways"
"994","PA14_11770","path:pau00564","Glycerophospholipid metabolism"
"995","PA14_11770","path:pau01100","Metabolic pathways"
"996","PA14_11810","path:pau00010","Glycolysis / Gluconeogenesis"
"997","PA14_11810","path:pau00620","Pyruvate metabolism"
"998","PA14_11810","path:pau01100","Metabolic pathways"
"999","PA14_11810","path:pau01110","Biosynthesis of secondary metabolites"
"1000","PA14_11810","path:pau01120","Microbial metabolism in diverse environments"
"1001","PA14_11860","path:pau00130","Ubiquinone and other terpenoid-quinone biosynthesis"
"1002","PA14_11860","path:pau00627","Aminobenzoate degradation"
"1003","PA14_11860","path:pau00740","Riboflavin metabolism"
"1004","PA14_11860","path:pau00900","Terpenoid backbone biosynthesis"
"1005","PA14_11860","path:pau01100","Metabolic pathways"
"1006","PA14_11860","path:pau01110","Biosynthesis of secondary metabolites"
"1007","PA14_11860","path:pau01120","Microbial metabolism in diverse environments"
"1008","PA14_11860","path:pau01220","Degradation of aromatic compounds"
"1009","PA14_11860","path:pau01240","Biosynthesis of cofactors"
"1010","PA14_11970","path:pau03410","Base excision repair"
"1011","PA14_12010","path:pau00330","Arginine and proline metabolism"
"1012","PA14_12010","path:pau00332","Carbapenem biosynthesis"
"1013","PA14_12010","path:pau01100","Metabolic pathways"
"1014","PA14_12010","path:pau01110","Biosynthesis of secondary metabolites"
"1015","PA14_12010","path:pau01230","Biosynthesis of amino acids"
"1016","PA14_12020","path:pau00760","Nicotinate and nicotinamide metabolism"
"1017","PA14_12020","path:pau01100","Metabolic pathways"
"1018","PA14_12020","path:pau01240","Biosynthesis of cofactors"
"1019","PA14_12060","path:pau00550","Peptidoglycan biosynthesis"
"1020","PA14_12060","path:pau01100","Metabolic pathways"
"1021","PA14_12060","path:pau01501","beta-Lactam resistance"
"1022","PA14_12100","path:pau00550","Peptidoglycan biosynthesis"
"1023","PA14_12100","path:pau01100","Metabolic pathways"
"1024","PA14_12120","path:pau00785","Lipoic acid metabolism"
"1025","PA14_12120","path:pau01100","Metabolic pathways"
"1026","PA14_12120","path:pau01240","Biosynthesis of cofactors"
"1027","PA14_12130","path:pau00785","Lipoic acid metabolism"
"1028","PA14_12130","path:pau01100","Metabolic pathways"
"1029","PA14_12130","path:pau01240","Biosynthesis of cofactors"
"1030","PA14_12200","path:pau03030","DNA replication"
"1031","PA14_12200","path:pau03430","Mismatch repair"
"1032","PA14_12200","path:pau03440","Homologous recombination"
"1033","PA14_12230","path:pau00970","Aminoacyl-tRNA biosynthesis"
"1034","PA14_12390","path:pau00860","Porphyrin metabolism"
"1035","PA14_12390","path:pau01100","Metabolic pathways"
"1036","PA14_12390","path:pau01110","Biosynthesis of secondary metabolites"
"1037","PA14_12390","path:pau01120","Microbial metabolism in diverse environments"
"1038","PA14_12390","path:pau01240","Biosynthesis of cofactors"
"1039","PA14_12400","path:pau00730","Thiamine metabolism"
"1040","PA14_12400","path:pau01100","Metabolic pathways"
"1041","PA14_12400","path:pau01240","Biosynthesis of cofactors"
"1042","PA14_12410","path:pau00730","Thiamine metabolism"
"1043","PA14_12410","path:pau01100","Metabolic pathways"
"1044","PA14_12410","path:pau01240","Biosynthesis of cofactors"
"1045","PA14_12490","path:pau00230","Purine metabolism"
"1046","PA14_12490","path:pau01100","Metabolic pathways"
"1047","PA14_12490","path:pau01232","Nucleotide metabolism"
"1048","PA14_12710","path:pau00920","Sulfur metabolism"
"1049","PA14_12710","path:pau01100","Metabolic pathways"
"1050","PA14_12710","path:pau01120","Microbial metabolism in diverse environments"
"1051","PA14_12760","path:pau03018","RNA degradation"
"1052","PA14_12780","path:pau02020","Two-component system"
"1053","PA14_12820","path:pau02020","Two-component system"
"1054","PA14_12870","path:pau01040","Biosynthesis of unsaturated fatty acids"
"1055","PA14_12920","path:pau00920","Sulfur metabolism"
"1056","PA14_12920","path:pau02010","ABC transporters"
"1057","PA14_12940","path:pau00920","Sulfur metabolism"
"1058","PA14_12940","path:pau02010","ABC transporters"
"1059","PA14_12960","path:pau00920","Sulfur metabolism"
"1060","PA14_12960","path:pau02010","ABC transporters"
"1061","PA14_12970","path:pau00430","Taurine and hypotaurine metabolism"
"1062","PA14_12970","path:pau00920","Sulfur metabolism"
"1063","PA14_13010","path:pau02010","ABC transporters"
"1064","PA14_13030","path:pau00190","Oxidative phosphorylation"
"1065","PA14_13030","path:pau01100","Metabolic pathways"
"1066","PA14_13030","path:pau02020","Two-component system"
"1067","PA14_13040","path:pau00190","Oxidative phosphorylation"
"1068","PA14_13040","path:pau01100","Metabolic pathways"
"1069","PA14_13040","path:pau02020","Two-component system"
"1070","PA14_13090","path:pau00071","Fatty acid degradation"
"1071","PA14_13090","path:pau00280","Valine, leucine and isoleucine degradation"
"1072","PA14_13090","path:pau00310","Lysine degradation"
"1073","PA14_13090","path:pau00362","Benzoate degradation"
"1074","PA14_13090","path:pau00380","Tryptophan metabolism"
"1075","PA14_13090","path:pau00620","Pyruvate metabolism"
"1076","PA14_13090","path:pau00630","Glyoxylate and dicarboxylate metabolism"
"1077","PA14_13090","path:pau00650","Butanoate metabolism"
"1078","PA14_13090","path:pau00720","Other carbon fixation pathways"
"1079","PA14_13090","path:pau00900","Terpenoid backbone biosynthesis"
"1080","PA14_13090","path:pau01100","Metabolic pathways"
"1081","PA14_13090","path:pau01110","Biosynthesis of secondary metabolites"
"1082","PA14_13090","path:pau01120","Microbial metabolism in diverse environments"
"1083","PA14_13090","path:pau01200","Carbon metabolism"
"1084","PA14_13090","path:pau01212","Fatty acid metabolism"
"1085","PA14_13090","path:pau02020","Two-component system"
"1086","PA14_13230","path:pau00790","Folate biosynthesis"
"1087","PA14_13230","path:pau01100","Metabolic pathways"
"1088","PA14_13230","path:pau01240","Biosynthesis of cofactors"
"1089","PA14_13230","path:pau04122","Sulfur relay system"
"1090","PA14_13240","path:pau04122","Sulfur relay system"
"1091","PA14_13250","path:pau00790","Folate biosynthesis"
"1092","PA14_13250","path:pau01100","Metabolic pathways"
"1093","PA14_13250","path:pau01240","Biosynthesis of cofactors"
"1094","PA14_13250","path:pau04122","Sulfur relay system"
"1095","PA14_13260","path:pau00790","Folate biosynthesis"
"1096","PA14_13260","path:pau01100","Metabolic pathways"
"1097","PA14_13260","path:pau01240","Biosynthesis of cofactors"
"1098","PA14_13260","path:pau04122","Sulfur relay system"
"1099","PA14_13280","path:pau00790","Folate biosynthesis"
"1100","PA14_13280","path:pau01100","Metabolic pathways"
"1101","PA14_13280","path:pau01240","Biosynthesis of cofactors"
"1102","PA14_13290","path:pau00130","Ubiquinone and other terpenoid-quinone biosynthesis"
"1103","PA14_13290","path:pau01100","Metabolic pathways"
"1104","PA14_13290","path:pau01110","Biosynthesis of secondary metabolites"
"1105","PA14_13290","path:pau01240","Biosynthesis of cofactors"
"1106","PA14_13300","path:pau00130","Ubiquinone and other terpenoid-quinone biosynthesis"
"1107","PA14_13300","path:pau01100","Metabolic pathways"
"1108","PA14_13300","path:pau01110","Biosynthesis of secondary metabolites"
"1109","PA14_13300","path:pau01240","Biosynthesis of cofactors"
"1110","PA14_13320","path:pau00130","Ubiquinone and other terpenoid-quinone biosynthesis"
"1111","PA14_13320","path:pau01100","Metabolic pathways"
"1112","PA14_13320","path:pau01110","Biosynthesis of secondary metabolites"
"1113","PA14_13320","path:pau01240","Biosynthesis of cofactors"
"1114","PA14_13330","path:pau00790","Folate biosynthesis"
"1115","PA14_13330","path:pau01100","Metabolic pathways"
"1116","PA14_13330","path:pau01240","Biosynthesis of cofactors"
"1117","PA14_13330","path:pau02020","Two-component system"
"1118","PA14_13450","path:pau02020","Two-component system"
"1119","PA14_13460","path:pau02020","Two-component system"
"1120","PA14_13500","path:pau00030","Pentose phosphate pathway"
"1121","PA14_13500","path:pau00260","Glycine, serine and threonine metabolism"
"1122","PA14_13500","path:pau00620","Pyruvate metabolism"
"1123","PA14_13500","path:pau00630","Glyoxylate and dicarboxylate metabolism"
"1124","PA14_13500","path:pau01100","Metabolic pathways"
"1125","PA14_13500","path:pau01110","Biosynthesis of secondary metabolites"
"1126","PA14_13500","path:pau01120","Microbial metabolism in diverse environments"
"1127","PA14_13520","path:pau01501","beta-Lactam resistance"
"1128","PA14_13520","path:pau02024","Quorum sensing"
"1129","PA14_13580","path:pau02010","ABC transporters"
"1130","PA14_13590","path:pau02010","ABC transporters"
"1131","PA14_13600","path:pau02010","ABC transporters"
"1132","PA14_13610","path:pau02010","ABC transporters"
"1133","PA14_13730","path:pau02020","Two-component system"
"1134","PA14_13740","path:pau02020","Two-component system"
"1135","PA14_13750","path:pau00910","Nitrogen metabolism"
"1136","PA14_13770","path:pau00910","Nitrogen metabolism"
"1137","PA14_13780","path:pau00910","Nitrogen metabolism"
"1138","PA14_13780","path:pau01100","Metabolic pathways"
"1139","PA14_13780","path:pau01120","Microbial metabolism in diverse environments"
"1140","PA14_13780","path:pau01310","Nitrogen cycle"
"1141","PA14_13780","path:pau02020","Two-component system"
"1142","PA14_13800","path:pau00910","Nitrogen metabolism"
"1143","PA14_13800","path:pau01100","Metabolic pathways"
"1144","PA14_13800","path:pau01120","Microbial metabolism in diverse environments"
"1145","PA14_13800","path:pau01310","Nitrogen cycle"
"1146","PA14_13800","path:pau02020","Two-component system"
"1147","PA14_13810","path:pau02020","Two-component system"
"1148","PA14_13830","path:pau00910","Nitrogen metabolism"
"1149","PA14_13830","path:pau01100","Metabolic pathways"
"1150","PA14_13830","path:pau01120","Microbial metabolism in diverse environments"
"1151","PA14_13830","path:pau01310","Nitrogen cycle"
"1152","PA14_13830","path:pau02020","Two-component system"
"1153","PA14_13850","path:pau00790","Folate biosynthesis"
"1154","PA14_13850","path:pau01100","Metabolic pathways"
"1155","PA14_13850","path:pau01240","Biosynthesis of cofactors"
"1156","PA14_13850","path:pau04122","Sulfur relay system"
"1157","PA14_13990","path:pau02010","ABC transporters"
"1158","PA14_14010","path:pau00470","D-Amino acid metabolism"
"1159","PA14_14010","path:pau01100","Metabolic pathways"
"1160","PA14_14020","path:pau00470","D-Amino acid metabolism"
"1161","PA14_14020","path:pau01100","Metabolic pathways"
"1162","PA14_14040","path:pau03018","RNA degradation"
"1163","PA14_14100","path:pau02010","ABC transporters"
"1164","PA14_14110","path:pau00564","Glycerophospholipid metabolism"
"1165","PA14_14110","path:pau01110","Biosynthesis of secondary metabolites"
"1166","PA14_14440","path:pau00970","Aminoacyl-tRNA biosynthesis"
"1167","PA14_14460","path:pau03030","DNA replication"
"1168","PA14_14460","path:pau03430","Mismatch repair"
"1169","PA14_14460","path:pau03440","Homologous recombination"
"1170","PA14_14470","path:pau00480","Glutathione metabolism"
"1171","PA14_14470","path:pau01100","Metabolic pathways"
"1172","PA14_14500","path:pau02010","ABC transporters"
"1173","PA14_14510","path:pau02010","ABC transporters"
"1174","PA14_14610","path:pau02024","Quorum sensing"
"1175","PA14_14610","path:pau03060","Protein export"
"1176","PA14_14610","path:pau03070","Bacterial secretion system"
"1177","PA14_14630","path:pau03060","Protein export"
"1178","PA14_14630","path:pau03070","Bacterial secretion system"
"1179","PA14_14650","path:pau03060","Protein export"
"1180","PA14_14650","path:pau03070","Bacterial secretion system"
"1181","PA14_14680","path:pau00521","Streptomycin biosynthesis"
"1182","PA14_14680","path:pau00562","Inositol phosphate metabolism"
"1183","PA14_14680","path:pau01100","Metabolic pathways"
"1184","PA14_14680","path:pau01110","Biosynthesis of secondary metabolites"
"1185","PA14_14700","path:pau00270","Cysteine and methionine metabolism"
"1186","PA14_14700","path:pau00543","Exopolysaccharide biosynthesis"
"1187","PA14_14700","path:pau00920","Sulfur metabolism"
"1188","PA14_14700","path:pau01100","Metabolic pathways"
"1189","PA14_14700","path:pau01110","Biosynthesis of secondary metabolites"
"1190","PA14_14700","path:pau01120","Microbial metabolism in diverse environments"
"1191","PA14_14700","path:pau01200","Carbon metabolism"
"1192","PA14_14700","path:pau01230","Biosynthesis of amino acids"
"1193","PA14_14730","path:pau00730","Thiamine metabolism"
"1194","PA14_14730","path:pau01100","Metabolic pathways"
"1195","PA14_14730","path:pau01240","Biosynthesis of cofactors"
"1196","PA14_14730","path:pau04122","Sulfur relay system"
"1197","PA14_14800","path:pau00362","Benzoate degradation"
"1198","PA14_14800","path:pau01120","Microbial metabolism in diverse environments"
"1199","PA14_14820","path:pau00230","Purine metabolism"
"1200","PA14_14820","path:pau00240","Pyrimidine metabolism"
"1201","PA14_14820","path:pau01100","Metabolic pathways"
"1202","PA14_14820","path:pau01110","Biosynthesis of secondary metabolites"
"1203","PA14_14820","path:pau01232","Nucleotide metabolism"
"1204","PA14_14820","path:pau01240","Biosynthesis of cofactors"
"1205","PA14_14880","path:pau00900","Terpenoid backbone biosynthesis"
"1206","PA14_14880","path:pau01100","Metabolic pathways"
"1207","PA14_14880","path:pau01110","Biosynthesis of secondary metabolites"
"1208","PA14_14890","path:pau00970","Aminoacyl-tRNA biosynthesis"
"1209","PA14_14960","path:pau00250","Alanine, aspartate and glutamate metabolism"
"1210","PA14_14960","path:pau01100","Metabolic pathways"
"1211","PA14_15030","path:pau00290","Valine, leucine and isoleucine biosynthesis"
"1212","PA14_15030","path:pau00620","Pyruvate metabolism"
"1213","PA14_15030","path:pau01100","Metabolic pathways"
"1214","PA14_15030","path:pau01110","Biosynthesis of secondary metabolites"
"1215","PA14_15030","path:pau01210","2-Oxocarboxylic acid metabolism"
"1216","PA14_15030","path:pau01230","Biosynthesis of amino acids"
"1217","PA14_15160","path:pau01502","Vancomycin resistance"
"1218","PA14_15160","path:pau02020","Two-component system"
"1219","PA14_15180","path:pau02020","Two-component system"
"1220","PA14_15190","path:pau02020","Two-component system"
"1221","PA14_15200","path:pau02020","Two-component system"
"1222","PA14_15230","path:pau03430","Mismatch repair"
"1223","PA14_15310","path:pau00230","Purine metabolism"
"1224","PA14_15310","path:pau01100","Metabolic pathways"
